track_name,track_artist,track_popularity,track_album_name,track_album_release_date,playlist_genre,playlist_subgenre,danceability,energy,tempo,liveness
I Will Let You Down (feat. KLARA),Madison Mars,59,I Will Let You Down (feat. KLARA),2019-12-06,pop,dance pop,0.608,0.918,126.022,0.309
Carillon (with Achille Lauro),Nahaze,64,Carillon (with Achille Lauro),2019-12-11,pop,dance pop,0.561,0.562,151.631,0.118
La Vie - Gabry Ponte Mix,DJ Ross,42,La Vie (Gabry Ponte Mix),2019-11-15,pop,dance pop,0.591,0.88,127.013,0.326
Lullaby,R3HAB,70,Lullaby,2018-01-26,pop,dance pop,0.626,0.8,127.966,0.0623
Say It,Phantoms,57,Disconnect,2019-07-19,pop,dance pop,0.745,0.8,122.008,0.113
All This Time,Deorro,21,All This Time,2019-07-12,pop,dance pop,0.66,0.857,130.069,0.119
All You Need To Know (feat. Calle Lehmann),Gryffin,68,Gravity,2019-10-24,pop,dance pop,0.53,0.729,139.929,0.103
Acordeão,Tiësto,63,Acordeão,2019-08-08,pop,dance pop,0.552,0.887,125.229,0.0903
My Friend,Yves V,54,My Friend,2019-05-31,pop,dance pop,0.471,0.911,126.112,0.571
On & On,Alok,79,On & On,2019-11-22,pop,dance pop,0.747,0.776,125.07,0.761
Juliet & Romeo,Martin Solveig,72,Juliet & Romeo,2019-12-06,pop,dance pop,0.712,0.664,122.014,0.0668
All Around The World (La La La),R3HAB,80,All Around The World (La La La),2019-04-05,pop,dance pop,0.733,0.859,124.948,0.105
Are You Lonely (feat. ISÁK),Steve Aoki,47,Are You Lonely (feat. ISÁK),2019-02-22,pop,dance pop,0.517,0.793,90.06,0.0892
No More (feat. Brenda Mullen) - Bottai Edit,Alex Gaudino,19,No More (feat. Brenda Mullen) [Bottai Edit],2019-03-01,pop,dance pop,0.675,0.674,125.037,0.279
Close Your Eyes,Felix Jaehn,79,Close Your Eyes,2019-11-22,pop,dance pop,0.818,0.823,128.136,0.133
Buzzing (with Nevve),Audien,59,Escapism,2019-11-08,pop,dance pop,0.639,0.591,128.002,0.159
Never Be Alone (feat. Aloe Blacc),David Guetta,68,Never Be Alone (feat. Aloe Blacc),2019-07-26,pop,dance pop,0.535,0.906,126.012,0.0886
Roses - Imanbek Remix,SAINt JHN,72,Roses (Imanbek Remix),2019-09-13,pop,dance pop,0.784,0.721,121.966,0.285
Insane,Ofenbach,66,Insane,2019-11-15,pop,dance pop,0.809,0.758,125.022,0.166
Daydreams - Sultan + Shepard Echoes Of Life Remix,ARTY,59,Daydreams (Sultan + Shepard Echoes Of Life Remix),2020-01-03,pop,dance pop,0.669,0.793,121.995,0.555
Only Want You - Sam Feldt Remix,Rita Ora,64,Only Want You (Sam Feldt Remix),2019-04-05,pop,dance pop,0.578,0.786,105.945,0.122
Close To Me (with Diplo) (feat. Swae Lee) - Felix Cartal Remix,Ellie Goulding,9,Close To Me (Remixes),2019-02-01,pop,dance pop,0.733,0.839,126.009,0.162
Woke Up Late (feat. Hailee Steinfeld) - Sam Feldt Remix,Drax Project,41,Woke Up Late (Sam Feldt Remix),2019-05-02,pop,dance pop,0.63,0.726,122.055,0.108
South of the Border (feat. Camila Cabello & Cardi B) - Cheat Codes Remix,Ed Sheeran,69,South of the Border (feat. Camila Cabello & Cardi B) [Cheat Codes Remix],2019-09-27,pop,dance pop,0.845,0.766,114.054,0.111
Not Ok - Frank Walker Remix,Kygo,66,Not Ok (Frank Walker Remix),2019-07-05,pop,dance pop,0.679,0.866,121.927,0.0688
Heaven (feat. Veronica),Dzeko,68,Heaven (feat. Veronica),2019-01-04,pop,dance pop,0.657,0.882,127.994,0.112
Sixteen - Don Diablo Remix,Ellie Goulding,66,Sixteen (Don Diablo Remix),2019-05-10,pop,dance pop,0.493,0.773,123.149,0.0807
Don’t Give Up On Me Now (with Julie Bergan),R3HAB,63,Don’t Give Up On Me Now (with Julie Bergan),2019-05-10,pop,dance pop,0.687,0.706,115.268,0.124
Brave,Don Diablo,68,Brave,2019-04-26,pop,dance pop,0.654,0.874,119.85,0.134
Let It Be Me,Steve Aoki,23,Let It Be Me,2019-09-06,pop,dance pop,0.661,0.758,114.098,0.106
Carry On - Nicky Romero Remix,Kygo,67,Carry On (Nicky Romero Remix),2019-05-30,pop,dance pop,0.447,0.684,125.655,0.478
Magnets (feat. Sophie Simmons),Sam Feldt,62,Magnets (feat. Sophie Simmons),2019-05-10,pop,dance pop,0.731,0.802,121.991,0.059
Don't Give Up On Me,Andy Grammer,9,Don't Give Up On Me (with R3HAB),2019-04-12,pop,dance pop,0.489,0.766,121.445,0.126
Found Love (feat. Lovespeake),MOTi,59,Found Love (feat. Lovespeake),2019-02-15,pop,dance pop,0.6,0.888,126.056,0.4
These Are The Times (feat. JRM),Martin Garrix,71,These Are The Times (feat. JRM),2019-07-18,pop,dance pop,0.687,0.707,127.033,0.16
Wherever You Go,Jonas Blue,21,Blue,2018-11-09,pop,dance pop,0.711,0.724,104.048,0.0389
Happy Now,Kygo,81,Happy Now,2018-10-26,pop,dance pop,0.693,0.575,117.999,0.252
Roots,Valerie Broussard,69,Roots,2019-08-16,pop,dance pop,0.683,0.785,122.997,0.177
Talk - Alle Farben Remix,Khalid,56,Talk (Alle Farben Remix),2019-04-04,pop,dance pop,0.638,0.818,126.015,0.107
All The Lies - Toby Romeo Remix / Radio Edit,Alok,56,All The Lies (Remixes),2019-07-19,pop,dance pop,0.707,0.806,119.972,0.366
High Hopes - Don Diablo Remix,Panic! At The Disco,60,High Hopes (Don Diablo Remix),2019-01-11,pop,dance pop,0.59,0.888,126.094,0.487
Summer Air (feat. Trevor Guthrie),Hardwell,40,Summer Air (feat. Trevor Guthrie),2019-05-31,pop,dance pop,0.632,0.574,125.989,0.215
Can We Pretend (feat. Cash Cash) - Sigala Remix,P!nk,57,Can We Pretend (feat. Cash Cash) [Sigala Remix],2019-06-28,pop,dance pop,0.703,0.879,124.972,0.315
Bruises - Steve Void Remix,Lewis Capaldi,70,Bruises EP,2019-09-27,pop,dance pop,0.79,0.746,124.971,0.316
Insomnia - King Arthur Remix,Daya,63,Insomnia (King Arthur Remix),2019-05-17,pop,dance pop,0.733,0.718,122.993,0.33
Don't Worry Bout Me - Rudimental Remix,Zara Larsson,65,Don't Worry Bout Me (Rudimental Remix),2019-04-24,pop,dance pop,0.728,0.848,124.993,0.118
I Miss Myself - R3HAB Remix,NOTD,56,I Miss Myself (R3HAB Remix),2019-06-07,pop,dance pop,0.502,0.78,122.688,0.72
8 Letters - R3HAB Remix,Why Don't We,2,8 Letters (R3HAB Remix),2018-09-28,pop,dance pop,0.638,0.708,103.16,0.311
You Deserve Better - Andrelli Remix,James Arthur,53,You Deserve Better (Andrelli Remix),2018-06-29,pop,dance pop,0.685,0.712,114.989,0.047
Remember (with ZOHARA),Gryffin,11,Remember (with ZOHARA),2018-10-26,pop,dance pop,0.62,0.906,123.047,0.183
REMEDY,Alesso,77,REMEDY,2018-08-31,pop,dance pop,0.601,0.775,119.964,0.0883
Leave,Borgeous,56,Leave,2019-01-25,pop,dance pop,0.762,0.665,115.946,0.103
Mama (feat. Ellie Goulding) - Tiësto’s Big Room Remix,Clean Bandit,65,Mama (feat. Ellie Goulding) [Tiësto’s Big Room Remix],2019-03-08,pop,dance pop,0.684,0.95,125.974,0.105
I'm Not Sorry,Hardwell,34,I'm Not Sorry,2019-03-08,pop,dance pop,0.65,0.819,128.09,0.0772
Tequila - Robin Schulz Remix,Dan + Shay,54,Tequila (Robin Schulz Remix),2019-03-21,pop,dance pop,0.448,0.836,122.899,0.427
Happier - Frank Walker Remix,Marshmello,51,Happier (Remixes),2018-10-19,pop,dance pop,0.712,0.646,104.998,0.123
Sing It With Me - Embody Remix,JP Cooper,50,Sing It With Me (Embody Remix),2019-06-21,pop,dance pop,0.674,0.854,111.969,0.379
Thursday - Nicky Romero Remix,Jess Glynne,52,Thursday (Nicky Romero Remix),2018-12-07,pop,dance pop,0.739,0.622,119.992,0.0508
Better When You're Gone,David Guetta,76,Better When You're Gone,2019-02-08,pop,dance pop,0.647,0.795,127.992,0.188
Wish You Well,Sigala,75,Wish You Well,2019-05-24,pop,dance pop,0.669,0.895,124.964,0.297
Only When It Rains,Frank Walker,52,Only When It Rains,2019-03-29,pop,dance pop,0.792,0.724,109.984,0.0911
Mad Love - Blinkie Remix,Mabel,62,Mad Love (Remixes),2019-07-05,pop,dance pop,0.706,0.931,123.012,0.146
Sweet but Psycho - Morgan Page Dance Remix,Ava Max,65,Sweet but Psycho (Remixes),2018-08-16,pop,dance pop,0.645,0.795,127.959,0.089
Better Day (feat. Aloe Blacc),Young Bombs,62,Better Day (feat. Aloe Blacc),2019-11-01,pop,dance pop,0.662,0.823,118.958,0.0833
Rescue Me (with BUNT.) - BUNT. Remix,OneRepublic,10,Rescue Me (with BUNT.) [BUNT. Remix],2019-08-02,pop,dance pop,0.673,0.885,121.082,0.184
Discovery,Syn Cole,55,Discovery,2019-05-31,pop,dance pop,0.516,0.857,127.949,0.264
With You - Frank Walker Remix,Tyler Shaw,49,With You (Frank Walker Remix),2019-02-01,pop,dance pop,0.686,0.613,104.988,0.251
2 Hearts (feat. Gia Koka),Sam Feldt,70,2 Hearts (feat. Gia Koka),2020-01-10,pop,dance pop,0.503,0.754,116.524,0.297
Love You Forever,Nicky Romero,61,Love You Forever,2019-06-21,pop,dance pop,0.382,0.698,127.816,0.108
Post Malone (feat. RANI),Sam Feldt,75,Post Malone (feat. RANI) [Joe Stone Remix],2019-08-16,pop,dance pop,0.59,0.642,107.356,0.105
Thorns,Faustix,60,Thorns,2019-03-29,pop,dance pop,0.708,0.825,109.991,0.191
Shotgun (The Wild Remix),George Ezra,63,Shotgun (The Wild Remix),2018-06-15,pop,dance pop,0.588,0.757,122.813,0.323
True Colors (feat. Maya Avedis),XO Cupid,73,True Colors (feat. Maya Avedis),2018-09-21,pop,dance pop,0.636,0.63,104.845,0.13
Crying In The Sun,Faustix,60,Crying In The Sun (Remixes),2018-11-23,pop,dance pop,0.682,0.786,91.042,0.12
Need You,Faustix,62,Need You,2019-07-26,pop,dance pop,0.639,0.705,124.957,0.425
Sweet Dreams (Are Made of This),Winati,67,Sweet Dreams (are Made of This),2019-06-21,pop,dance pop,0.815,0.647,125.95,0.0738
Million Lights,Tungevaag & Raaban,61,Million Lights,2019-03-22,pop,dance pop,0.696,0.907,125.932,0.124
Dancing in the Moonlight,Jubël,71,Dancing in the Moonlight,2018-06-22,pop,dance pop,0.659,0.617,119.858,0.187
Heaven,Avicii,80,TIM,2019-06-06,pop,dance pop,0.592,0.873,122.011,0.142
Forever Young,John De Sohn,68,Forever Young,2018-07-27,pop,dance pop,0.651,0.617,121.977,0.113
eoh,Olympis,60,eoh,2019-08-16,pop,dance pop,0.707,0.585,125.161,0.257
Nobody,Martin Jensen,66,Nobody,2019-03-01,pop,dance pop,0.673,0.687,96.964,0.181
All Day And Night,Jax Jones,75,Snacks,2019-07-12,pop,dance pop,0.567,0.765,121.924,0.14
There's No Way (feat. Julia Michaels) - Alle Farben Remix,Lauv,58,There's No Way (remixes),2018-11-01,pop,dance pop,0.768,0.83,126.007,0.145
Whenever (feat. Conor Maynard),Kris Kross Amsterdam,74,Whenever (feat. Conor Maynard),2018-06-22,pop,dance pop,0.734,0.765,109.989,0.231
All For Love,Tungevaag & Raaban,68,All For Love,2018-03-23,pop,dance pop,0.689,0.901,125.115,0.459
Bittersweet Symphony (feat. Emily Roberts),GAMPER & DADONI,72,Bittersweet Symphony (feat. Emily Roberts),2019-03-29,pop,dance pop,0.676,0.582,124.012,0.515
One Touch,Jess Glynne,70,Always in Between (Deluxe),2018-10-12,pop,dance pop,0.686,0.693,124.206,0.136
"fuck, i’m lonely (with Anne-Marie) - Ofenbach Remix",Lauv,58,"fuck, i’m lonely (with Anne-Marie) (Ofenbach Remix)",2019-08-30,pop,dance pop,0.763,0.674,105.027,0.0321
Be Your Friend‬‬,Vigiland,67,Be Your Friend,2018-03-02,pop,dance pop,0.6,0.754,128.044,0.151
Happier - Breathe Carolina Remix,Marshmello,62,Happier (Remixes),2018-10-19,pop,dance pop,0.691,0.924,125.983,0.402
Woke Up Late (feat. Hailee Steinfeld) - Sam Feldt Remix,Drax Project,56,Woke Up Late (feat. Hailee Steinfeld) [Sam Feldt Remix],2019-05-02,pop,dance pop,0.63,0.726,122.055,0.108
Just Got Paid,Sigala,65,Brighter Days,2018-09-28,pop,dance pop,0.734,0.921,120.056,0.197
No One - Jonas Blue Remix,Jess Glynne,51,No One (Jonas Blue Remix),2019-03-15,pop,dance pop,0.605,0.854,124.024,0.54
Speechless (feat. Erika Sirola) - MOTi Remix,Robin Schulz,54,Speechless (feat. Erika Sirola) [MOTi Remix],2019-03-22,pop,dance pop,0.609,0.523,127.977,0.15
Close To Me (with Diplo) (feat. Swae Lee) - Felix Cartal Remix,Ellie Goulding,61,Close To Me (Remixes),2019-02-01,pop,dance pop,0.733,0.839,126.009,0.162
Darkside,Alan Walker,76,Different World,2018-12-14,pop,dance pop,0.43,0.606,169.988,0.173
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,83,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),2019-04-25,pop,dance pop,0.661,0.723,113.778,0.14
Body (feat. brando),Loud Luxury,63,Body (feat. brando),2017-10-27,pop,dance pop,0.752,0.764,121.958,0.0543
Who's Got Your Love,Cheat Codes,70,Who's Got Your Love,2019-03-15,pop,dance pop,0.704,0.888,125.027,0.079
Never Go Back - Robin Schulz Remix,Dennis Lloyd,70,Never Go Back (Remixes),2019-06-07,pop,dance pop,0.655,0.713,94.05,0.0971
Pumped Up,Klingande,56,Pumped Up,2017-09-08,pop,dance pop,0.732,0.734,123.033,0.34
California,Hot Shade,65,California,2018-05-04,pop,dance pop,0.619,0.735,119.981,0.347
Solo Dance,Martin Jensen,61,Solo Dance,2016-11-04,pop,dance pop,0.746,0.846,114.955,0.195
Replay,Davai,60,Replay,2017-08-25,pop,dance pop,0.776,0.809,100.071,0.179
Think About You - Galantis Remix,Kygo,63,Think About You (Galantis Remix),2019-04-12,pop,dance pop,0.621,0.898,124.018,0.404
Love No More,Loud Luxury,54,Love No More,2018-08-31,pop,dance pop,0.767,0.674,121.011,0.257
All Falls Down (feat. Juliander),Alan Walker,70,Different World,2018-12-14,pop,dance pop,0.655,0.672,98.005,0.312
Lonely Together (feat. Rita Ora),Avicii,6,Phoenix (Deluxe Edition),2018-11-23,pop,dance pop,0.638,0.656,103.081,0.094
Remind Me to Forget,Kygo,70,Kids in Love,2017-11-03,pop,dance pop,0.689,0.505,99.017,0.138
Next To Me,Axel Johansson,54,Next To Me,2018-04-20,pop,dance pop,0.445,0.597,175.903,0.128
Giant (with Rag'n'Bone Man),Calvin Harris,83,Giant (with Rag'n'Bone Man),2019-01-11,pop,dance pop,0.807,0.887,122.015,0.0811
Happier - Tiësto’s AFTR:HRS Remix,Ed Sheeran,53,Happier (Tiësto’s AFTR:HRS Remix),2018-06-01,pop,dance pop,0.684,0.823,117.993,0.201
Hum With Me,John De Sohn,55,Hum With Me,2017-06-09,pop,dance pop,0.653,0.708,111.924,0.163
Without You (feat. Sandro Cavazza),Avicii,81,AVĪCI (01),2017-08-10,pop,dance pop,0.662,0.858,133.993,0.0456
Call On Me - Ryan Riback Remix,Starley,58,Call On Me,2016-10-07,pop,dance pop,0.691,0.821,104.961,0.092
Sad (feat. Afrojack),Chico Rose,75,Sad (feat. Afrojack),2019-08-30,pop,dance pop,0.717,0.716,125.064,0.0699
Stargazing,Kygo,73,Stargazing - EP,2017-09-21,pop,dance pop,0.677,0.497,99.137,0.0911
Symphony (feat. Zara Larsson),Clean Bandit,73,What Is Love? (Deluxe Edition),2018-11-30,pop,dance pop,0.715,0.605,122.956,0.189
Stay Young,Mike Perry,57,Stay Young,2017-09-01,pop,dance pop,0.572,0.713,89.996,0.226
More Than You Know,Axwell /\ Ingrosso,25,More Than You Know,2017-05-24,pop,dance pop,0.645,0.741,123.07,0.29
Why Boy,Steff da Campo,55,Why Boy,2019-06-07,pop,dance pop,0.497,0.924,120.018,0.267
The Nights,Avicii,80,The Days / Nights,2014-01-01,pop,dance pop,0.527,0.835,125.983,0.249
Rich Love (with Seeb),OneRepublic,69,Rich Love,2017-07-14,pop,dance pop,0.401,0.872,104.592,0.362
Mama,Jonas Blue,74,Blue,2018-11-09,pop,dance pop,0.738,0.794,104.014,0.0533
Feel Good,Felix Jaehn,65,I,2018-02-16,pop,dance pop,0.702,0.903,125.948,0.168
IDGAF - Hazers Remix,Dua Lipa,50,IDGAF (Remixes),2018-02-23,pop,dance pop,0.814,0.705,110.004,0.0687
Breathe (feat. Ina Wroldsen),Jax Jones,66,Snacks,2019-07-12,pop,dance pop,0.724,0.733,125.993,0.127
Rockstar,Ilkay Sencan,71,Rockstar,2019-06-21,pop,dance pop,0.771,0.826,100.012,0.145
Jackie Chan,Tiësto,79,Jackie Chan,2018-05-18,pop,dance pop,0.747,0.834,128.005,0.0586
Moonlight,Gaullin,76,Moonlight,2018-09-07,pop,dance pop,0.813,0.761,124.957,0.337
All I Wanna Do,Martin Jensen,55,All I Wanna Do,2016-04-08,pop,dance pop,0.728,0.794,112.071,0.0688
Sweet but Psycho,Ava Max,87,Sweet but Psycho,2018-08-17,pop,dance pop,0.719,0.704,133.002,0.166
Melody - ANGEMI Remix,Lost Frequencies,35,"Melody (Remixes, Pt. 1)",2018-06-15,pop,dance pop,0.564,0.833,127.948,0.101
High On Life (feat. Bonn),Martin Garrix,77,High On Life (feat. Bonn),2018-07-29,pop,dance pop,0.414,0.486,128.038,0.111
So Am I,Ava Max,83,So Am I,2019-03-07,pop,dance pop,0.682,0.656,130.089,0.353
I Know You - Vigiland Remix,Craig David,51,I Know You (Remixes),2018-02-09,pop,dance pop,0.674,0.471,127.963,0.22
Through To You,Lyente,2,Through To You,2018-04-17,pop,dance pop,0.69,0.689,131.945,0.136
Burn Out (feat. Dewain Whitmore),Martin Garrix,68,Burn Out (feat. Dewain Whitmore),2018-09-14,pop,dance pop,0.594,0.722,127.877,0.0667
Penny,Dimitri Vangelis & Wyman,50,Penny,2019-03-29,pop,dance pop,0.468,0.968,129.998,0.194
Wait For Me,Steve Brian,42,Wait For Me,2018-10-12,pop,dance pop,0.465,0.739,125.994,0.373
bad guy,Billie Eilish,95,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,pop,dance pop,0.701,0.425,135.128,0.1
Daylight (Airbeat One Anthem 2018),Fluex,50,Daylight (Airbeat One Anthem 2018),2018-06-22,pop,dance pop,0.631,0.939,128.048,0.319
Imagine,Rob Tirea,21,Imagine,2018-04-13,pop,dance pop,0.578,0.776,129.03,0.175
Apple Juice (feat. Carla Monroe) - MOTi Remix,SLATIN,63,Apple Juice (feat. Carla Monroe) [MOTi Remix],2018-11-30,pop,dance pop,0.671,0.91,128.036,0.171
Glitch,Martin Garrix,56,Glitch,2018-12-14,pop,dance pop,0.715,0.792,128.024,0.269
Brand New (Helium),Lvly,2,Brand New (Helium),2018-04-13,pop,dance pop,0.714,0.809,128.045,0.342
Shades Of Voices (Original Mix),PULLER,2,Shades Of Voices (Original Mix),2017-01-23,pop,dance pop,0.691,0.874,127.99,0.0704
In Time,CAZZETTE,49,Stereo Mono,2018-10-12,pop,dance pop,0.651,0.711,125.089,0.0488
Halfway There (feat. Lena Leon),Tiësto,60,Halfway There (feat. Lena Leon),2019-03-15,pop,dance pop,0.59,0.888,128.025,0.817
Spirit Of Freedom,Dropgun,45,Spirit Of Freedom,2019-01-25,pop,dance pop,0.438,0.914,128.184,0.12
Mama Look at Me Now,Galantis,56,Satisfied (feat. MAX) / Mama Look at Me Now,2018-07-13,pop,dance pop,0.59,0.678,126.061,0.0707
Toxic Rain - No Class Remix,Alicia Madison,41,Toxic Rain (No Class Remix),2018-05-11,pop,dance pop,0.461,0.773,131.085,0.234
The Beat,Mike Williams,70,The Beat,2018-07-23,pop,dance pop,0.563,0.954,128.014,0.27
Wild Wild Son,Armin van Buuren,57,Wild Wild Son,2018-10-12,pop,dance pop,0.446,0.573,135.96,0.108
Waiting For Love,Avicii,16,Stories,2015-10-02,pop,dance pop,0.577,0.741,128.081,0.142
Shelter (Mix Cut) - Yoel Lewis Remix,Dash Berlin,48,Trance Top 1000 (Mini Mix 006) - Armada Music,2018-04-20,pop,dance pop,0.486,0.855,129.9,0.249
Like I Do,David Guetta,72,Like I Do,2018-02-22,pop,dance pop,0.635,0.9,127.978,0.37
Skyline,Catiso,2,Mercury,2018-02-23,pop,dance pop,0.733,0.791,128.007,0.265
Callin' - Extended Mix,Lush & Simon,2,Callin',2018-06-01,pop,dance pop,0.627,0.956,127.984,0.125
Roads,Vargas & Lagola,66,Roads,2018-02-09,pop,dance pop,0.527,0.806,131.882,0.358
Jackie Chan,Tiësto,60,Jackie Chan,2018-05-18,pop,dance pop,0.742,0.838,128.022,0.0595
Came Here for Love,Sigala,68,Came Here for Love,2017-06-09,pop,dance pop,0.708,0.868,124.994,0.122
Kids in Love - Don Diablo Remix,Kygo,50,Kids in Love (Don Diablo Remix),2018-05-11,pop,dance pop,0.653,0.911,125.959,0.301
Let You Down - Chris Royal Remix,Bombs Away,39,Let You Down (Remixes),2018-04-16,pop,dance pop,0.361,0.945,127.985,0.0967
Mercury,Catiso,1,Mercury,2018-02-23,pop,dance pop,0.732,0.828,128.003,0.272
Different Place,STVCKS,4,Different Place,2018-03-02,pop,dance pop,0.673,0.943,127.999,0.101
One Last Time,Ariana Grande,16,My Everything (Deluxe),2014-08-22,pop,dance pop,0.628,0.593,125.026,0.096
I Feel The Love,Tritonal,58,Painting With Dreams,2016-09-09,pop,dance pop,0.555,0.813,125.034,0.165
No Brainer,DJ Khaled,77,No Brainer,2018-07-27,pop,dance pop,0.552,0.76,135.702,0.0865
Sun Is Shining,Axwell /\ Ingrosso,71,More Than You Know,2017-07-28,pop,dance pop,0.467,0.757,131.993,0.0742
Breathe,Jax Jones,65,Breathe,2017-12-01,pop,dance pop,0.722,0.744,125.985,0.143
In the Name of Love,Martin Garrix,80,In the Name of Love,2016-07-29,pop,dance pop,0.501,0.519,133.99,0.454
Pure Gold,oomiee,1,KEEN: Workout Vol. 1,2017-09-01,pop,dance pop,0.64,0.857,128.058,0.336
Turning Up,ARASHI,67,Turning Up,2019-11-03,pop,dance pop,0.769,0.817,118.021,0.244
Winter Hitori feat. ASOBOiSM,Shinn Yamada,28,Winter Hitori feat. ASOBOiSM,2019-12-11,pop,dance pop,0.787,0.722,127.952,0.0956
9と4分の3番線で君を待つ (Run Away) - Japanese Ver.,TOMORROW X TOGETHER,48,MAGIC HOUR,2020-01-14,pop,dance pop,0.63,0.787,128.997,0.134
Nobody Knows,Hiroomi Tosaka,39,Who Are You?,2020-01-08,pop,dance pop,0.617,0.885,139.95,0.326
One in a Million -奇跡の夜に-,GENERATIONS from EXILE TRIBE,60,SHONEN CHRONICLE,2019-11-21,pop,dance pop,0.746,0.805,144.983,0.0548
別世界,E-girls,29,別世界,2020-01-29,pop,dance pop,0.695,0.88,127.075,0.0898
Gimme GImme,iamSHUM,21,Gimme GImme,2019-12-11,pop,dance pop,0.705,0.858,106.019,0.298
御伽の街,DAOKO,40,御伽の街,2020-01-15,pop,dance pop,0.803,0.863,112.986,0.0823
ボイスメモ No. 5,CHANMINA,37,ボイスメモ No. 5,2020-01-17,pop,dance pop,0.736,0.666,109.958,0.332
Now & Forever (feat. SONPUB & 向井太一),香取慎吾,38,20200101,2020-01-01,pop,dance pop,0.826,0.569,105.014,0.0449
Make A Move - Pt. 2,EMMA WAHLIN,17,Make A Move (Pt. 2),2020-01-17,pop,dance pop,0.837,0.52,123.972,0.184
光線,Ghost like girlfriend,30,光線,2020-01-15,pop,dance pop,0.636,0.744,133.994,0.0912
ZONE OF GOLD,Ryuji Imaichi,31,ZONE OF GOLD,2020-01-15,pop,dance pop,0.486,0.714,127.41,0.333
LOVE + PARTY,CREAM,37,LOVE + PARTY,2019-12-25,pop,dance pop,0.789,0.77,102,0.0988
WAKE ME UP,THE RAMPAGE from EXILE TRIBE,35,FULLMETAL TRIGGER,2020-01-15,pop,dance pop,0.608,0.961,137.9,0.294
New Page,INTERSECTION,49,New Page,2020-01-08,pop,dance pop,0.604,0.733,124.885,0.25
Easy Breezy,chelmico,42,Easy Breezy,2020-01-17,pop,dance pop,0.655,0.993,93.021,0.392
